session_id,step,total_steps,agent,action,tool,latency_ms,data_volume_kb,permission_level,external_destination,error_flag,label
TRACE-00047,4,13,planner,tool_call,internal_api,442,40.032108752693375,1,0,1,benign
TRACE-00047,5,13,analyst,tool_call,calculator,204,36.30420011045213,1,0,0,benign
TRACE-00047,6,13,writer,tool_call,internal_api,335,14.980416939554475,1,0,0,benign
TRACE-00047,7,13,analyst,tool_call,internal_api,381,20.94653902758604,1,0,0,benign
TRACE-00047,8,13,analyst,retrieve,none,483,13.122456746550995,0,0,0,benign
TRACE-00047,9,13,writer,respond,none,472,18.91044634588705,1,0,0,benign
TRACE-00047,10,13,analyst,retrieve,none,584,19.217814034144332,1,0,0,benign
TRACE-00047,11,13,planner,retrieve,none,137,58.58566678852506,0,1,0,benign
TRACE-00047,12,13,researcher,tool_call,calculator,304,26.78108061789405,1,0,0,benign
TRACE-00047,13,13,researcher,summarize,none,555,10.334305142579414,1,0,0,benign
TRACE-00048,1,15,writer,tool_call,vector_db,361,28.200322943700797,1,0,0,benign
TRACE-00048,2,15,analyst,handoff,none,375,34.76863952142149,1,0,0,benign
TRACE-00048,3,15,writer,tool_call,vector_db,707,21.338422732140362,1,0,0,benign
TRACE-00048,4,15,writer,handoff,none,272,15.531589770344734,0,0,0,benign
TRACE-00048,5,15,planner,handoff,none,309,6.6414288021569075,1,0,0,benign
TRACE-00048,6,15,analyst,retrieve,none,382,55.62913672683619,1,0,0,benign
TRACE-00048,7,15,writer,tool_call,vector_db,399,27.42899085942634,0,0,0,benign
TRACE-00048,8,15,researcher,retrieve,none,391,22.101723549595338,0,0,0,benign
TRACE-00048,9,15,planner,tool_call,internal_search,313,42.58479605987123,0,0,0,benign
TRACE-00048,10,15,analyst,retrieve,none,491,66.2759570662373,0,0,0,benign
TRACE-00048,11,15,planner,respond,none,214,17.00262500332762,0,0,0,benign
TRACE-00048,12,15,writer,handoff,none,80,17.855426399696572,1,0,0,benign
TRACE-00048,13,15,writer,respond,none,420,7.7822909856201505,0,0,0,benign
TRACE-00048,14,15,analyst,summarize,none,322,38.25201123142526,2,0,0,benign
TRACE-00048,15,15,planner,handoff,none,446,11.998843096473554,1,0,0,benign
TRACE-00049,1,18,researcher,tool_call,internal_api,728,22.954809341171025,1,0,0,prompt_hijacking
TRACE-00049,2,18,writer,retrieve,none,408,25.440121745729208,0,0,0,prompt_hijacking
TRACE-00049,3,18,writer,retrieve,none,532,29.00790624998736,0,0,0,prompt_hijacking
TRACE-00049,4,18,researcher,retrieve,none,631,51.08030702076686,1,0,0,prompt_hijacking
TRACE-00049,5,18,writer,handoff,none,279,8.883011318651697,1,0,0,prompt_hijacking
TRACE-00049,6,18,analyst,instruction_override,none,780,35.305061455342944,2,0,0,prompt_hijacking
TRACE-00049,7,18,analyst,retrieve,none,599,49.41720235533945,0,0,0,prompt_hijacking
TRACE-00049,8,18,writer,tool_call,vector_db,478,27.690073326686303,1,0,0,prompt_hijacking
TRACE-00049,9,18,researcher,tool_call,vector_db,726,15.712299177157679,0,0,0,prompt_hijacking
TRACE-00049,10,18,researcher,respond,none,547,14.680568878033895,1,0,0,prompt_hijacking
TRACE-00049,11,18,writer,respond,none,578,33.95595870991185,0,0,0,prompt_hijacking
TRACE-00049,12,18,planner,tool_call,external_webhook,537,310.0,3,1,0,prompt_hijacking
TRACE-00049,13,18,planner,handoff,none,494,39.22312530758861,0,0,0,prompt_hijacking
TRACE-00049,14,18,planner,retrieve,none,307,49.05381550330696,1,0,0,prompt_hijacking
TRACE-00049,15,18,analyst,retrieve,none,349,18.570053368955172,0,0,0,prompt_hijacking
TRACE-00049,16,18,researcher,summarize,none,464,35.29490511390252,0,0,0,prompt_hijacking
TRACE-00049,17,18,planner,handoff,none,470,114.80152747729213,1,0,1,prompt_hijacking
TRACE-00049,18,18,writer,respond,none,479,13.762128873569853,1,0,0,prompt_hijacking
TRACE-00050,1,12,analyst,handoff,none,272,10.507213823005019,0,0,0,benign
TRACE-00050,2,12,planner,summarize,none,130,32.2507561920441,0,0,0,benign
TRACE-00050,3,12,analyst,handoff,none,664,94.06105647991807,2,0,0,benign
TRACE-00050,4,12,planner,tool_call,internal_search,673,56.536498267550776,0,0,0,benign
TRACE-00050,5,12,planner,summarize,none,450,29.250214735599318,1,0,0,benign
TRACE-00050,6,12,writer,retrieve,none,495,26.05521242098853,0,0,0,benign
TRACE-00050,7,12,planner,handoff,none,550,18.745832820919112,0,0,0,benign
TRACE-00050,8,12,planner,retrieve,none,463,92.73467556930923,1,0,0,benign
TRACE-00050,9,12,planner,retrieve,none,410,15.741919287519899,0,0,0,benign
TRACE-00050,10,12,planner,retrieve,none,372,21.814708520076977,1,0,0,benign
TRACE-00050,11,12,researcher,tool_call,calculator,591,8.266051197365664,0,0,0,benign
TRACE-00050,12,12,planner,tool_call,internal_search,324,12.952377000573195,1,0,0,benign
TRACE-00051,1,16,researcher,summarize,none,373,44.80979459736734,1,0,0,retrieval_poisoning
TRACE-00051,2,16,analyst,retrieve,none,257,38.53024523005105,1,0,0,retrieval_poisoning
TRACE-00051,3,16,planner,respond,none,173,41.42042426749809,0,0,0,retrieval_poisoning
TRACE-00051,4,16,planner,handoff,none,413,44.345558371683545,1,0,0,retrieval_poisoning
TRACE-00051,5,16,analyst,untrusted_retrieval,external_search,980,245.0,0,1,0,retrieval_poisoning
TRACE-00051,6,16,analyst,handoff,none,468,37.957731299449755,1,0,0,retrieval_poisoning
TRACE-00051,7,16,writer,respond,none,313,5.374227772082111,1,0,0,retrieval_poisoning
TRACE-00051,8,16,analyst,summarize,none,265,14.314162297362353,1,0,0,retrieval_poisoning
TRACE-00051,9,16,analyst,summarize,none,503,23.475051103667397,1,0,0,retrieval_poisoning
TRACE-00051,10,16,researcher,retrieve,vector_db,475,285.0,1,0,1,retrieval_poisoning
TRACE-00051,11,16,researcher,handoff,none,287,42.06268988672337,1,0,0,retrieval_poisoning
TRACE-00051,12,16,writer,tool_call,calculator,541,46.71572528807595,0,0,0,retrieval_poisoning
TRACE-00051,13,16,planner,tool_call,vector_db,388,16.9255707100169,1,0,0,retrieval_poisoning
TRACE-00051,14,16,analyst,retrieve,none,304,17.724180951649032,0,0,0,retrieval_poisoning
TRACE-00051,15,16,researcher,summarize,none,236,30.359639763924324,1,0,0,retrieval_poisoning
TRACE-00051,16,16,planner,retrieve,none,188,15.8014129064349,0,0,0,retrieval_poisoning
TRACE-00052,1,18,planner,respond,none,547,23.48922454550351,0,1,0,benign
TRACE-00052,2,18,planner,handoff,none,511,25.77918567216627,1,0,0,benign
TRACE-00052,3,18,planner,summarize,none,504,8.646801243973972,1,0,0,benign
TRACE-00052,4,18,researcher,summarize,none,677,52.701478636103886,1,0,1,benign
TRACE-00052,5,18,researcher,handoff,none,325,23.25169965457295,1,0,0,benign
TRACE-00052,6,18,planner,summarize,none,481,7.602157769989039,1,0,0,benign
TRACE-00052,7,18,analyst,summarize,none,449,48.808617642332464,1,0,0,benign
TRACE-00052,8,18,writer,summarize,none,348,12.733849982139139,0,0,0,benign
TRACE-00052,9,18,analyst,handoff,none,337,30.063761148892823,0,0,0,benign
TRACE-00052,10,18,writer,respond,none,560,35.639560814731986,0,0,0,benign
TRACE-00052,11,18,analyst,respond,none,370,79.01573406467288,1,0,0,benign
TRACE-00052,12,18,planner,summarize,none,435,31.692646080877836,0,0,0,benign
TRACE-00052,13,18,analyst,respond,none,535,19.38195666739502,1,0,0,benign
TRACE-00052,14,18,planner,tool_call,vector_db,519,4.7982651736330375,0,0,0,benign
TRACE-00052,15,18,writer,respond,none,521,89.15090935561518,0,0,0,benign
TRACE-00052,16,18,researcher,respond,none,80,36.98435157645832,0,0,0,benign
TRACE-00052,17,18,writer,summarize,none,682,57.46585282843852,1,0,0,benign
TRACE-00052,18,18,planner,respond,none,479,6.690495389341571,1,0,0,benign
TRACE-00053,1,10,analyst,tool_call,calculator,456,21.570608331943795,1,0,0,retrieval_poisoning
TRACE-00053,2,10,researcher,tool_call,internal_api,498,16.763539573200298,1,0,0,retrieval_poisoning
TRACE-00053,3,10,analyst,untrusted_retrieval,external_search,980,245.0,0,1,0,retrieval_poisoning
TRACE-00053,4,10,analyst,summarize,none,270,4.492636878596583,0,0,0,retrieval_poisoning
TRACE-00053,5,10,researcher,retrieve,none,379,68.73451750052048,0,0,0,retrieval_poisoning
TRACE-00053,6,10,analyst,handoff,none,142,21.316041450894982,0,0,0,retrieval_poisoning
TRACE-00053,7,10,analyst,retrieve,vector_db,484,285.0,0,0,1,retrieval_poisoning
TRACE-00053,8,10,analyst,respond,none,193,21.985221714776774,0,0,0,retrieval_poisoning
TRACE-00053,9,10,analyst,tool_call,internal_search,422,161.03689413071845,1,0,0,retrieval_poisoning
TRACE-00053,10,10,researcher,retrieve,none,96,27.339757204624043,1,0,0,retrieval_poisoning
TRACE-00054,1,17,planner,tool_call,internal_search,589,40.62712058824202,0,0,0,benign
TRACE-00054,2,17,planner,tool_call,internal_search,400,35.51429685349315,0,0,0,benign
TRACE-00054,3,17,writer,tool_call,calculator,391,33.88112078684611,1,0,0,benign
TRACE-00054,4,17,analyst,summarize,none,439,17.81729348508679,1,0,0,benign
TRACE-00054,5,17,planner,retrieve,none,411,56.807067803167,1,0,0,benign
TRACE-00054,6,17,writer,tool_call,calculator,378,5.847819973586459,0,1,0,benign
TRACE-00054,7,17,researcher,retrieve,none,310,66.3356202090499,1,0,0,benign
TRACE-00054,8,17,analyst,retrieve,none,478,106.54515087020614,0,0,0,benign
TRACE-00054,9,17,planner,summarize,none,587,20.746346834654123,0,0,0,benign
TRACE-00054,10,17,analyst,tool_call,calculator,489,40.32348546368325,0,0,0,benign
TRACE-00054,11,17,writer,tool_call,internal_search,471,19.5177042501369,0,0,0,benign
TRACE-00054,12,17,analyst,retrieve,none,564,120.40499166273312,0,0,0,benign
TRACE-00054,13,17,researcher,retrieve,none,393,13.705186142647799,0,0,0,benign
TRACE-00054,14,17,planner,tool_call,vector_db,635,44.84532402124425,0,0,0,benign
TRACE-00054,15,17,analyst,respond,none,580,42.43201165776763,2,0,0,benign
TRACE-00054,16,17,writer,retrieve,none,617,59.89755421863648,0,0,0,benign
TRACE-00054,17,17,analyst,handoff,none,328,5.048793132316384,1,0,0,benign
TRACE-00055,1,18,analyst,tool_call,vector_db,586,17.581393789852115,1,0,0,prompt_hijacking
TRACE-00055,2,18,planner,respond,none,412,25.449328043422245,1,0,0,prompt_hijacking
TRACE-00055,3,18,planner,respond,none,544,79.70454586952746,0,0,0,prompt_hijacking
TRACE-00055,4,18,planner,respond,none,506,78.34232191705968,0,1,0,prompt_hijacking
TRACE-00055,5,18,writer,respond,none,395,29.562968262526734,0,0,0,prompt_hijacking
TRACE-00055,6,18,planner,instruction_override,none,780,31.091778208727987,2,0,0,prompt_hijacking
TRACE-00055,7,18,writer,respond,none,440,37.13314643165509,0,0,0,prompt_hijacking
TRACE-00055,8,18,planner,tool_call,internal_api,276,24.58954317954474,0,1,0,prompt_hijacking
TRACE-00055,9,18,planner,summarize,none,416,5.503469919760459,1,0,1,prompt_hijacking
TRACE-00055,10,18,analyst,tool_call,calculator,197,42.84578240637333,0,0,0,prompt_hijacking
TRACE-00055,11,18,planner,handoff,none,577,162.98294839766658,2,0,0,prompt_hijacking
TRACE-00055,12,18,analyst,tool_call,external_webhook,439,310.0,3,1,0,prompt_hijacking
TRACE-00055,13,18,planner,respond,none,409,88.66555831362403,0,0,0,prompt_hijacking
TRACE-00055,14,18,writer,respond,none,485,30.476421505369228,0,0,1,prompt_hijacking
TRACE-00055,15,18,analyst,handoff,none,336,6.924536067475646,0,0,1,prompt_hijacking
TRACE-00055,16,18,planner,tool_call,internal_search,505,23.470703006583054,0,0,0,prompt_hijacking
TRACE-00055,17,18,planner,respond,none,456,20.69334875626946,0,0,0,prompt_hijacking
TRACE-00055,18,18,analyst,tool_call,internal_search,453,25.579925352284206,1,0,0,prompt_hijacking
TRACE-00056,1,17,researcher,handoff,none,525,45.745952057731095,2,0,0,benign
TRACE-00056,2,17,planner,retrieve,none,395,24.735696412808373,0,0,0,benign
TRACE-00056,3,17,analyst,respond,none,494,28.547876568255433,0,0,0,benign
TRACE-00056,4,17,writer,retrieve,none,478,20.907965876868477,1,0,0,benign
TRACE-00056,5,17,researcher,summarize,none,739,25.408727463448578,1,0,0,benign
TRACE-00056,6,17,analyst,handoff,none,544,23.5286781945074,0,0,0,benign
TRACE-00056,7,17,researcher,tool_call,internal_search,513,42.318044175848776,1,0,0,benign
TRACE-00056,8,17,researcher,handoff,none,289,30.008549062547743,0,0,0,benign
TRACE-00056,9,17,analyst,handoff,none,527,9.236835526861933,0,0,0,benign
TRACE-00056,10,17,analyst,handoff,none,431,0.9632373749067699,0,0,0,benign
TRACE-00056,11,17,writer,respond,none,474,9.774239531430904,0,0,0,benign
TRACE-00056,12,17,researcher,summarize,none,317,31.44675976471738,0,0,0,benign
TRACE-00056,13,17,researcher,handoff,none,293,53.064848212862515,1,0,0,benign
TRACE-00056,14,17,writer,retrieve,none,466,30.4384867936915,0,0,0,benign
TRACE-00056,15,17,researcher,respond,none,441,14.646427628458534,1,0,0,benign
TRACE-00056,16,17,planner,handoff,none,354,92.91113628448441,1,0,1,benign
TRACE-00056,17,17,analyst,summarize,none,493,63.02655303517049,0,0,0,benign
TRACE-00057,1,11,writer,tool_call,vector_db,107,23.945844771104674,1,0,0,benign
TRACE-00057,2,11,planner,handoff,none,352,17.386937656119997,2,0,0,benign
TRACE-00057,3,11,analyst,tool_call,internal_api,299,8.964922660224257,1,0,0,benign
TRACE-00057,4,11,planner,handoff,none,264,52.73449172174123,1,0,0,benign
TRACE-00057,5,11,writer,summarize,none,520,0.8052763133782568,1,0,0,benign
TRACE-00057,6,11,researcher,handoff,none,239,79.92596401592867,0,0,0,benign
TRACE-00057,7,11,researcher,tool_call,internal_search,257,27.426550688960237,0,0,0,benign
TRACE-00057,8,11,writer,respond,none,429,80.06683505828931,1,0,0,benign
TRACE-00057,9,11,analyst,tool_call,internal_api,386,18.31746111295641,0,0,0,benign
TRACE-00057,10,11,analyst,retrieve,none,307,29.591148066363907,0,0,0,benign
TRACE-00057,11,11,writer,handoff,none,631,13.656569373516513,1,0,0,benign
TRACE-00058,1,17,writer,summarize,none,534,21.139385561476395,0,0,0,tool_redirection
TRACE-00058,2,17,researcher,respond,none,372,27.09253690927712,1,0,0,tool_redirection
TRACE-00058,3,17,researcher,respond,none,401,26.879713248577062,0,0,0,tool_redirection
TRACE-00058,4,17,planner,summarize,none,394,7.668115891601561,0,0,1,tool_redirection
TRACE-00058,5,17,planner,tool_call,vector_db,652,61.911144340548596,1,0,1,tool_redirection
TRACE-00058,6,17,analyst,summarize,none,571,16.518822147967395,0,0,0,tool_redirection
TRACE-00058,7,17,researcher,summarize,none,272,16.644466384668075,1,0,1,tool_redirection
TRACE-00058,8,17,planner,handoff,none,589,25.063864451859242,0,0,0,tool_redirection
TRACE-00058,9,17,analyst,tool_call,internal_search,402,45.1643600516648,1,0,0,tool_redirection
TRACE-00058,10,17,researcher,summarize,none,513,9.220681679046296,1,0,0,tool_redirection
TRACE-00058,11,17,planner,summarize,none,338,70.65057335371542,1,0,0,tool_redirection
TRACE-00058,12,17,researcher,summarize,none,436,52.47120104135634,1,0,0,tool_redirection
TRACE-00058,13,17,writer,tool_call,internal_search,734,4.319159384090985,1,0,0,tool_redirection
TRACE-00058,14,17,planner,handoff,none,464,39.72420796878357,0,0,0,tool_redirection
TRACE-00058,15,17,planner,summarize,none,566,7.18259139225845,0,0,1,tool_redirection
TRACE-00058,16,17,researcher,respond,none,354,53.61785557645056,1,1,0,tool_redirection
TRACE-00058,17,17,planner,tool_call,internal_search,144,35.29477605780016,1,0,0,tool_redirection
TRACE-00059,1,12,analyst,handoff,none,598,34.68285980135488,0,0,0,tool_redirection
TRACE-00059,2,12,analyst,tool_call,calculator,333,73.44991376190765,2,0,1,tool_redirection
TRACE-00059,3,12,analyst,retrieve,none,581,85.87930894955706,1,0,0,tool_redirection
TRACE-00059,4,12,researcher,tool_call,shell,690,75.70014122741948,3,0,0,tool_redirection
TRACE-00059,5,12,analyst,summarize,none,441,33.92191090916625,1,0,0,tool_redirection
TRACE-00059,6,12,writer,summarize,none,731,70.62569334517357,0,0,0,tool_redirection
TRACE-00059,7,12,researcher,summarize,none,477,26.460293246497994,0,0,0,tool_redirection
TRACE-00059,8,12,analyst,tool_call,external_webhook,582,360.0,3,1,0,tool_redirection
TRACE-00059,9,12,writer,tool_call,internal_search,250,15.391093144835944,0,0,0,tool_redirection
TRACE-00059,10,12,analyst,respond,none,180,10.724917105726425,0,0,0,tool_redirection
TRACE-00059,11,12,planner,handoff,none,80,31.127826813779645,1,0,0,tool_redirection
TRACE-00059,12,12,writer,respond,none,173,61.43273124847477,0,0,1,tool_redirection
TRACE-00060,1,17,analyst,handoff,none,537,68.04580430829223,0,0,0,benign
TRACE-00060,2,17,planner,tool_call,vector_db,663,26.498144174547168,1,0,0,benign
TRACE-00060,3,17,researcher,summarize,none,416,15.163411518289312,1,0,0,benign
TRACE-00060,4,17,researcher,retrieve,none,565,21.35783134833211,1,0,0,benign
TRACE-00060,5,17,researcher,retrieve,none,638,44.21846015615676,0,0,0,benign
TRACE-00060,6,17,planner,retrieve,none,412,2.534363359145932,0,0,0,benign
TRACE-00060,7,17,writer,tool_call,calculator,519,16.68673278249329,0,0,0,benign
TRACE-00060,8,17,researcher,summarize,none,255,25.78545250699857,1,0,0,benign
TRACE-00060,9,17,researcher,summarize,none,754,61.75651927345104,0,0,0,benign
TRACE-00060,10,17,analyst,retrieve,none,436,15.400126890711702,0,0,0,benign
TRACE-00060,11,17,analyst,respond,none,130,6.484726125437964,0,0,0,benign
TRACE-00060,12,17,researcher,tool_call,internal_search,580,41.31112519911592,1,0,0,benign
TRACE-00060,13,17,researcher,retrieve,none,376,20.83586915105168,1,0,0,benign
TRACE-00060,14,17,writer,tool_call,vector_db,384,20.619060939158917,0,0,0,benign
TRACE-00060,15,17,researcher,retrieve,none,414,26.04309058639731,1,0,0,benign
TRACE-00060,16,17,researcher,tool_call,internal_api,401,15.257916216786285,0,0,1,benign
TRACE-00060,17,17,planner,retrieve,none,158,37.381787685948865,1,0,0,benign
TRACE-00061,1,16,writer,tool_call,vector_db,607,70.70358041040477,0,1,0,benign
TRACE-00061,2,16,researcher,handoff,none,493,3.2689603342199196,0,0,0,benign
TRACE-00061,3,16,analyst,respond,none,546,33.00233015891959,1,0,0,benign
TRACE-00061,4,16,researcher,handoff,none,328,17.23850693194663,1,0,0,benign
TRACE-00061,5,16,analyst,summarize,none,374,42.23930867356329,0,0,0,benign
TRACE-00061,6,16,writer,retrieve,none,325,25.425437029485373,1,0,0,benign
TRACE-00061,7,16,planner,tool_call,internal_search,331,23.872667533042787,0,0,0,benign
TRACE-00061,8,16,planner,tool_call,internal_search,496,21.81585802113174,1,0,0,benign
TRACE-00061,9,16,researcher,tool_call,calculator,431,23.095756432886784,1,0,0,benign
TRACE-00061,10,16,researcher,summarize,none,383,16.585725905176986,0,0,0,benign
TRACE-00061,11,16,planner,tool_call,calculator,170,47.42572705157769,2,0,1,benign
TRACE-00061,12,16,analyst,tool_call,internal_search,387,55.49186725840025,1,0,0,benign
TRACE-00061,13,16,writer,retrieve,none,380,18.924503740756894,1,0,0,benign
TRACE-00061,14,16,writer,summarize,none,242,5.068109926591017,1,0,0,benign
TRACE-00061,15,16,analyst,retrieve,none,685,40.52898236391784,1,0,0,benign
TRACE-00061,16,16,planner,retrieve,none,542,9.933106652729602,0,0,0,benign
TRACE-00062,1,13,analyst,retrieve,none,376,18.15675517823989,1,0,0,benign
TRACE-00062,2,13,planner,retrieve,none,267,26.64574290032265,0,0,0,benign
TRACE-00062,3,13,researcher,handoff,none,359,30.65656415621496,2,0,0,benign
TRACE-00062,4,13,writer,retrieve,none,413,71.8386963163187,0,0,0,benign
TRACE-00062,5,13,analyst,handoff,none,586,22.493655062441928,2,0,0,benign
TRACE-00062,6,13,writer,summarize,none,509,43.21298156959013,1,0,0,benign
TRACE-00062,7,13,researcher,summarize,none,640,13.606092627792954,1,0,0,benign
TRACE-00062,8,13,researcher,tool_call,vector_db,519,26.34837876796156,0,0,0,benign
TRACE-00062,9,13,researcher,handoff,none,493,18.347470704404497,0,0,0,benign
TRACE-00062,10,13,researcher,summarize,none,374,66.6234407345421,1,0,0,benign
TRACE-00062,11,13,writer,summarize,none,497,96.40125785028856,1,0,0,benign
TRACE-00062,12,13,researcher,summarize,none,405,8.431285387908092,0,0,0,benign
TRACE-00062,13,13,researcher,tool_call,internal_search,254,4.317311916029655,0,0,0,benign
TRACE-00063,1,18,writer,tool_call,calculator,708,20.096636560498993,0,0,0,benign
TRACE-00063,2,18,writer,tool_call,vector_db,511,43.06709714127705,1,0,0,benign
TRACE-00063,3,18,planner,retrieve,none,472,18.216851312504296,1,0,1,benign
TRACE-00063,4,18,writer,handoff,none,440,15.853881889792504,1,0,0,benign
TRACE-00063,5,18,planner,retrieve,none,595,3.1173575670133298,1,0,0,benign
TRACE-00063,6,18,analyst,respond,none,249,35.802456946602334,1,0,0,benign
TRACE-00063,7,18,researcher,handoff,none,686,13.44562896590344,0,0,1,benign
TRACE-00063,8,18,writer,tool_call,calculator,80,62.530321920758546,0,0,0,benign
TRACE-00063,9,18,analyst,retrieve,none,357,26.903347229970656,0,0,0,benign
TRACE-00063,10,18,planner,tool_call,calculator,651,28.274111879761204,1,0,0,benign
TRACE-00063,11,18,planner,retrieve,none,203,56.01384704534364,0,0,0,benign
TRACE-00063,12,18,researcher,respond,none,288,17.828242854341,0,0,0,benign
TRACE-00063,13,18,researcher,tool_call,vector_db,386,30.163948411892267,0,0,0,benign
TRACE-00063,14,18,researcher,summarize,none,363,7.09801861078549,1,0,0,benign
TRACE-00063,15,18,writer,tool_call,vector_db,264,65.67753690010369,1,0,0,benign
TRACE-00063,16,18,writer,retrieve,none,427,109.43913137711512,0,0,0,benign
TRACE-00063,17,18,analyst,tool_call,calculator,384,18.945824293056162,0,0,0,benign
TRACE-00063,18,18,writer,handoff,none,576,26.048017650961125,0,0,1,benign
TRACE-00064,1,10,researcher,handoff,none,448,68.88287022734183,1,0,0,benign
TRACE-00064,2,10,researcher,retrieve,none,116,16.67724106309298,0,0,0,benign
TRACE-00064,3,10,analyst,retrieve,none,627,45.8477186069382,1,0,0,benign
TRACE-00064,4,10,planner,tool_call,internal_api,369,41.66766501635853,0,0,0,benign
TRACE-00064,5,10,analyst,handoff,none,638,33.362870646959195,1,0,0,benign
TRACE-00064,6,10,researcher,summarize,none,633,9.07861909734725,1,0,0,benign
TRACE-00064,7,10,planner,summarize,none,182,75.64756474059332,0,0,0,benign
TRACE-00064,8,10,researcher,tool_call,calculator,531,15.182873106276418,0,0,1,benign
TRACE-00064,9,10,researcher,tool_call,internal_api,582,20.760526761881902,0,0,0,benign
TRACE-00064,10,10,analyst,respond,none,312,22.600136894885093,1,0,0,benign
TRACE-00065,1,15,researcher,handoff,none,359,19.339791435235952,1,0,0,benign
TRACE-00065,2,15,analyst,respond,none,438,60.4501750610855,0,0,1,benign
TRACE-00065,3,15,planner,respond,none,613,30.945899809371873,0,0,0,benign
TRACE-00065,4,15,writer,tool_call,internal_api,351,8.638755179586099,0,0,0,benign
TRACE-00065,5,15,planner,retrieve,none,97,93.85425280042887,0,0,0,benign
TRACE-00065,6,15,planner,handoff,none,569,38.889725212551724,0,0,0,benign
TRACE-00065,7,15,writer,retrieve,none,333,71.02272909884883,1,0,0,benign
TRACE-00065,8,15,analyst,retrieve,none,656,36.79279661877363,2,0,0,benign
TRACE-00065,9,15,writer,summarize,none,365,27.68715637936868,1,0,0,benign
TRACE-00065,10,15,researcher,tool_call,calculator,604,54.40523003299075,1,0,1,benign
TRACE-00065,11,15,planner,tool_call,internal_api,545,25.805525347835673,0,0,0,benign
TRACE-00065,12,15,planner,handoff,none,605,7.7377700637783775,0,0,0,benign
TRACE-00065,13,15,planner,summarize,none,574,22.99916771153048,2,0,0,benign
TRACE-00065,14,15,analyst,handoff,none,272,52.797284747535194,0,0,0,benign
TRACE-00065,15,15,writer,tool_call,calculator,365,6.863565965103759,1,0,0,benign
TRACE-00066,1,12,planner,tool_call,calculator,339,27.057409301258964,0,0,0,benign
TRACE-00066,2,12,researcher,tool_call,vector_db,336,7.112136446159356,0,0,0,benign
TRACE-00066,3,12,researcher,respond,none,661,40.16059941185161,0,0,0,benign
TRACE-00066,4,12,planner,retrieve,none,690,48.37438752314632,1,0,0,benign
TRACE-00066,5,12,writer,handoff,none,453,18.962326690111933,1,0,0,benign
TRACE-00066,6,12,researcher,tool_call,vector_db,688,23.84184381599789,0,0,0,benign
TRACE-00066,7,12,researcher,tool_call,vector_db,403,41.608348352146194,0,0,0,benign
TRACE-00066,8,12,analyst,summarize,none,510,15.813317214248194,0,0,0,benign
TRACE-00066,9,12,writer,respond,none,572,11.240630296776672,1,0,0,benign
TRACE-00066,10,12,writer,handoff,none,547,45.027698839948684,0,0,0,benign
TRACE-00066,11,12,writer,handoff,none,534,14.756444484009066,0,0,0,benign
TRACE-00066,12,12,planner,handoff,none,198,5.6520385972916065,0,0,0,benign
TRACE-00067,1,11,planner,retrieve,none,392,13.488476882245179,2,0,0,benign
TRACE-00067,2,11,researcher,retrieve,none,369,55.186107655158196,1,0,0,benign
TRACE-00067,3,11,planner,retrieve,none,695,21.11972148681019,0,0,0,benign
TRACE-00067,4,11,writer,summarize,none,490,7.705996799617204,1,0,0,benign
TRACE-00067,5,11,analyst,tool_call,calculator,404,28.83151660581367,0,0,0,benign
TRACE-00067,6,11,researcher,respond,none,597,57.527089062214536,0,0,0,benign
TRACE-00067,7,11,writer,retrieve,none,329,41.52037774279074,0,0,0,benign
TRACE-00067,8,11,researcher,respond,none,267,16.243617360671433,1,0,0,benign
TRACE-00067,9,11,analyst,handoff,none,352,61.682163731006376,0,0,0,benign
TRACE-00067,10,11,planner,tool_call,internal_search,577,82.73191538219479,0,0,0,benign
TRACE-00067,11,11,researcher,retrieve,none,383,27.69036071305976,1,0,0,benign
TRACE-00068,1,13,researcher,handoff,none,468,29.759439323662736,1,0,0,benign
TRACE-00068,2,13,analyst,tool_call,vector_db,347,26.342064748731264,0,0,0,benign
TRACE-00068,3,13,analyst,summarize,none,250,69.7752530195864,1,0,0,benign
TRACE-00068,4,13,analyst,handoff,none,592,28.022735363236674,1,0,1,benign
TRACE-00068,5,13,analyst,handoff,none,674,10.626290899544621,0,0,0,benign
TRACE-00068,6,13,analyst,summarize,none,503,3.7587430528105332,0,0,0,benign
TRACE-00068,7,13,researcher,respond,none,404,2.457304118545544,0,0,0,benign
TRACE-00068,8,13,writer,tool_call,internal_search,520,16.635038213375825,0,0,1,benign
TRACE-00068,9,13,analyst,respond,none,489,65.37589412572108,1,0,0,benign
TRACE-00068,10,13,analyst,summarize,none,389,14.307753989602501,0,0,0,benign
TRACE-00068,11,13,writer,respond,none,431,18.67175269523062,1,0,0,benign
TRACE-00068,12,13,planner,retrieve,none,406,8.42053561235695,0,1,0,benign
TRACE-00068,13,13,analyst,retrieve,none,505,50.15027500090496,0,0,0,benign
TRACE-00069,1,17,analyst,retrieve,none,136,16.352760654903555,1,0,0,benign
TRACE-00069,2,17,writer,retrieve,none,558,22.22681920805619,1,0,0,benign
TRACE-00069,3,17,researcher,handoff,none,450,31.167935769770796,1,0,0,benign
TRACE-00069,4,17,researcher,summarize,none,312,65.44600880648849,1,0,0,benign
TRACE-00069,5,17,analyst,handoff,none,308,58.994900425075684,1,0,0,benign
TRACE-00069,6,17,analyst,tool_call,vector_db,451,61.62344510941794,0,0,0,benign
TRACE-00069,7,17,researcher,tool_call,calculator,370,34.28712803961979,1,0,0,benign
