session_id,event_count,agent_count,tool_call_count,unique_tool_count,external_call_count,privileged_action_count,max_permission_level,error_rate,mean_latency_ms,max_latency_ms,total_data_volume_kb,handoff_count,retrieval_count,suspicious_tool_count,instruction_override_count,untrusted_retrieval_count,label
TRACE-00241,6,3,3,1,0,0,1,0.0,454.0,666,196.20175399431025,0,1,0,0,0,benign
TRACE-00242,6,3,1,1,0,3,2,0.16666666666666666,444.5,780,198.95688472211322,1,1,0,1,0,prompt_hijacking
TRACE-00243,8,4,1,1,1,1,2,0.0,544.0,695,332.17580294457656,1,4,0,0,0,retrieval_poisoning
TRACE-00244,4,2,0,0,0,0,0,0.0,403.75,501,90.79574443704459,1,1,0,0,0,prompt_hijacking
TRACE-00245,7,4,1,1,0,1,2,0.0,497.7142857142857,716,227.29831773325995,1,3,0,0,0,benign
TRACE-00246,6,3,3,3,1,0,1,0.0,419.1666666666667,695,284.5956613778796,1,1,0,0,0,benign
TRACE-00247,5,3,1,1,0,0,1,0.0,305.4,490,254.58865126514243,1,3,0,0,0,prompt_hijacking
TRACE-00248,4,3,2,2,0,1,2,0.0,421.0,626,164.9032151449193,1,0,0,0,0,benign
TRACE-00249,8,3,3,2,0,0,1,0.125,398.625,499,355.966240627675,0,0,0,0,0,benign
TRACE-00250,7,3,1,2,1,0,1,0.0,501.7142857142857,980,412.69586482058213,0,4,1,0,1,retrieval_poisoning
TRACE-00251,4,3,1,1,0,0,1,0.0,376.0,504,82.15102957633071,2,0,0,0,0,benign
TRACE-00252,6,4,2,2,0,0,1,0.0,445.5,835,200.85437461709117,0,1,0,0,0,benign
TRACE-00253,8,4,1,1,0,0,1,0.0,447.25,588,381.88637410616036,2,3,0,0,0,benign
TRACE-00254,5,4,1,1,0,1,2,0.0,512.6,638,158.32391465845384,3,1,0,0,0,benign
TRACE-00255,7,4,3,3,0,0,1,0.0,523.1428571428571,729,251.68897424958524,0,2,0,0,0,retrieval_poisoning
TRACE-00256,8,4,1,2,1,0,1,0.0,623.75,980,429.052294554196,3,3,1,0,1,retrieval_poisoning
TRACE-00257,8,4,3,3,0,3,3,0.0,457.5,690,289.0624087272551,2,1,1,0,0,tool_redirection
TRACE-00258,7,4,3,2,0,1,2,0.0,513.5714285714286,650,160.49419047818014,2,0,1,0,0,benign
TRACE-00259,4,4,1,1,0,0,1,0.25,462.75,642,132.97229495944202,0,1,0,0,0,benign
TRACE-00260,8,4,4,3,1,0,1,0.0,443.625,688,310.10972931049446,2,1,0,0,0,retrieval_poisoning
TRACE-00261,5,4,3,2,0,1,2,0.0,355.0,551,116.89582410150666,0,1,0,0,0,benign
TRACE-00262,6,4,1,1,0,1,2,0.0,431.3333333333333,650,137.0232190421413,0,2,1,0,0,benign
TRACE-00263,5,3,1,1,1,0,1,0.0,420.0,659,140.1596563902544,0,3,0,0,0,prompt_hijacking
TRACE-00264,4,3,2,2,1,0,1,0.0,421.25,564,92.3474714485707,0,0,0,0,0,benign
TRACE-00265,5,2,2,2,0,0,1,0.0,211.0,278,211.3660274354861,2,0,0,0,0,benign
TRACE-00266,8,4,2,2,0,1,2,0.0,419.125,650,272.569112100432,1,2,1,0,0,benign
TRACE-00267,7,4,5,4,0,0,1,0.0,363.2857142857143,781,197.48924465814412,1,1,0,0,0,benign
TRACE-00268,6,3,5,4,0,1,3,0.0,379.8333333333333,690,145.12836950728078,0,0,1,0,0,tool_redirection
TRACE-00269,6,4,2,2,1,0,1,0.0,402.5,588,144.06100264164758,1,2,0,0,0,retrieval_poisoning
TRACE-00270,4,2,1,1,0,0,1,0.0,476.5,540,133.0972289037197,2,0,0,0,0,retrieval_poisoning
TRACE-00271,5,3,2,2,0,0,1,0.0,369.8,542,181.1892648532885,1,1,0,0,0,benign
TRACE-00272,4,3,0,1,1,1,2,0.0,515.0,980,433.66074923670254,2,2,1,0,1,retrieval_poisoning
TRACE-00273,6,2,1,1,1,0,1,0.0,478.1666666666667,590,239.2466862752967,0,4,0,0,0,benign
TRACE-00274,7,4,4,2,0,0,1,0.0,406.0,617,207.4846626572902,0,1,0,0,0,benign
TRACE-00275,4,2,3,3,0,1,3,0.0,528.0,690,96.02900306020804,0,0,1,0,0,tool_redirection
TRACE-00276,5,3,2,2,0,1,2,0.0,494.8,654,175.45880348379944,0,0,0,0,0,benign
TRACE-00277,5,3,0,0,0,1,2,0.0,455.0,527,227.6070886325944,1,1,0,0,0,benign
TRACE-00278,8,4,2,2,0,0,1,0.0,345.75,562,261.3761574483427,0,4,0,0,0,benign
TRACE-00279,5,3,1,1,0,1,2,0.0,365.4,574,195.99155849250636,1,2,0,0,0,benign
TRACE-00280,4,3,1,2,1,0,1,0.0,566.5,980,310.219302789022,1,1,1,0,1,retrieval_poisoning
TRACE-00281,4,4,2,2,0,0,1,0.0,314.0,468,260.0986319260021,1,0,0,0,0,benign
TRACE-00282,5,4,2,2,0,1,2,0.0,470.8,650,86.93042154487742,0,0,1,0,0,benign
TRACE-00283,4,2,0,0,1,0,1,0.0,329.25,431,81.77170179786442,2,0,0,0,0,benign
TRACE-00284,7,3,0,1,1,0,1,0.0,487.7142857142857,980,469.4870523587072,1,2,1,0,1,retrieval_poisoning
TRACE-00285,7,3,3,2,0,2,2,0.14285714285714285,404.85714285714283,564,169.18667764593232,0,1,0,0,0,benign
TRACE-00286,6,3,2,1,0,1,2,0.3333333333333333,427.6666666666667,727,220.6441898313525,0,2,0,0,0,benign
TRACE-00287,5,3,2,1,1,0,1,0.0,422.8,679,149.30558846713896,0,0,0,0,0,tool_redirection
TRACE-00288,6,3,4,3,0,0,1,0.16666666666666666,386.5,569,186.56133602416764,2,0,0,0,0,benign
TRACE-00289,6,4,1,1,0,0,1,0.16666666666666666,451.1666666666667,728,337.618195272142,0,3,0,0,0,benign
TRACE-00290,8,3,3,1,0,0,1,0.0,372.0,553,310.9964193435642,0,2,0,0,0,benign
TRACE-00291,6,3,2,1,0,0,1,0.0,485.3333333333333,712,196.0189296122019,1,2,0,0,0,benign
TRACE-00292,7,4,1,2,1,2,2,0.0,472.85714285714283,980,472.57939236184046,0,3,1,0,1,retrieval_poisoning
TRACE-00293,5,3,1,1,0,2,2,0.0,484.2,607,270.59735668036456,1,1,0,0,0,benign
TRACE-00294,6,2,3,3,0,1,2,0.0,450.6666666666667,575,158.51585036363664,1,1,0,0,0,benign
TRACE-00295,5,4,1,1,0,0,1,0.0,307.0,459,95.47418925905234,2,1,0,0,0,retrieval_poisoning
TRACE-00296,8,3,4,3,0,1,2,0.0,410.25,589,211.22476987431276,0,4,0,0,0,benign
TRACE-00297,4,4,2,2,0,1,2,0.0,573.25,780,156.08723617769732,0,0,0,1,0,prompt_hijacking
TRACE-00298,6,3,2,2,0,1,2,0.0,501.8333333333333,689,84.5694210867096,0,2,0,0,0,benign
TRACE-00299,6,3,1,1,0,1,2,0.0,415.1666666666667,509,196.90371555380923,1,2,0,0,0,benign
TRACE-00300,4,3,1,1,0,1,2,0.25,535.25,650,103.93600045307974,0,3,1,0,0,benign
TRACE-00301,7,3,3,2,0,1,2,0.0,586.7142857142857,745,266.9820682358052,1,2,0,0,0,prompt_hijacking
TRACE-00302,6,3,1,2,1,1,2,0.0,519.3333333333334,980,372.8633234975034,1,4,1,0,1,retrieval_poisoning
TRACE-00303,6,3,1,1,0,1,2,0.0,446.5,780,116.75476161492962,1,1,0,1,0,prompt_hijacking
TRACE-00304,7,3,1,1,0,1,2,0.14285714285714285,435.2857142857143,578,169.0004542521235,2,3,0,0,0,tool_redirection
TRACE-00305,5,4,0,0,0,0,1,0.0,386.8,531,289.88421585204816,0,3,0,0,0,benign
TRACE-00306,6,2,2,2,0,1,2,0.0,435.0,716,224.1293461633805,0,2,0,0,0,benign
TRACE-00307,6,4,1,1,0,2,3,0.16666666666666666,449.3333333333333,690,295.64530770553597,1,2,1,0,0,tool_redirection
TRACE-00308,4,2,0,0,0,2,2,0.0,458.0,565,94.53509435321534,1,1,0,0,0,benign
TRACE-00309,6,3,0,0,0,0,1,0.0,424.8333333333333,604,144.94592466875037,2,3,0,0,0,benign
TRACE-00310,5,3,1,1,0,1,3,0.0,473.6,690,120.2968621233186,2,0,1,0,0,tool_redirection
TRACE-00311,6,4,0,0,0,2,2,0.16666666666666666,459.6666666666667,780,210.80454253183063,1,2,0,1,0,prompt_hijacking
TRACE-00312,4,3,0,1,1,0,1,0.25,550.0,980,329.67076158232965,0,3,1,0,1,retrieval_poisoning
TRACE-00313,5,3,3,2,1,0,1,0.2,429.6,588,206.10689163817955,0,0,0,0,0,benign
TRACE-00314,5,3,2,2,0,0,0,0.0,320.4,373,74.45248275931544,1,2,0,0,0,benign
TRACE-00315,5,4,1,1,1,1,2,0.0,458.2,564,201.14338667519348,0,4,0,0,0,benign
TRACE-00316,7,4,2,2,0,1,3,0.0,461.57142857142856,690,174.4975791661414,3,1,1,0,0,tool_redirection
TRACE-00317,6,3,1,1,1,0,1,0.0,304.1666666666667,440,191.69932762059517,1,2,0,0,0,benign
TRACE-00318,5,2,1,1,1,1,2,0.2,494.2,650,173.69381772704574,1,2,1,0,0,benign
TRACE-00319,4,4,3,3,0,0,0,0.0,428.75,577,222.07078961029708,0,1,0,0,0,benign
TRACE-00320,8,3,0,0,1,0,1,0.0,387.25,739,205.48647821903174,1,3,0,0,0,benign
TRACE-00321,7,3,3,3,1,1,2,0.0,441.14285714285717,980,452.1625515932882,0,1,1,0,1,retrieval_poisoning
TRACE-00322,5,3,0,0,0,1,2,0.2,392.8,500,124.43196754438864,2,2,0,0,0,benign
TRACE-00323,4,3,1,1,0,0,1,0.0,401.5,573,148.35727228508242,0,2,0,0,0,benign
TRACE-00324,6,4,2,2,1,0,1,0.0,430.8333333333333,663,212.67061111041323,1,2,0,0,0,benign
TRACE-00325,6,4,1,2,1,0,1,0.0,471.1666666666667,980,464.3054406240673,0,5,1,0,1,retrieval_poisoning
TRACE-00326,6,2,1,1,0,0,1,0.0,544.1666666666666,689,189.7461092826903,0,1,0,0,0,benign
TRACE-00327,6,4,1,1,0,1,2,0.16666666666666666,385.8333333333333,660,232.93312803609442,1,2,0,0,0,benign
TRACE-00328,6,4,3,3,0,1,3,0.0,514.0,690,203.7548862413501,1,0,1,0,0,tool_redirection
TRACE-00329,5,2,1,1,0,0,1,0.2,374.2,570,221.48528198987725,0,2,0,0,0,benign
TRACE-00330,6,3,2,3,1,1,2,0.16666666666666666,433.3333333333333,980,347.88316296016643,1,2,1,0,1,retrieval_poisoning
TRACE-00331,4,3,0,0,0,0,1,0.0,498.5,606,103.06876145405617,2,1,0,0,0,benign
TRACE-00332,7,4,4,3,0,1,2,0.0,430.14285714285717,831,279.0741430843049,2,1,0,0,0,benign
TRACE-00333,4,3,1,1,0,1,3,0.25,422.25,690,85.60132571211275,1,1,1,0,0,tool_redirection
TRACE-00334,4,3,2,2,0,1,2,0.0,298.5,347,147.2885083878685,1,1,0,0,0,benign
TRACE-00335,4,3,1,1,0,1,2,0.0,466.25,676,169.65080745848076,1,1,0,0,0,benign
TRACE-00336,4,3,1,1,1,1,2,0.0,419.0,558,127.35467672794105,0,0,0,0,0,tool_redirection
TRACE-00337,6,3,1,1,0,0,1,0.0,326.1666666666667,476,178.769841182618,1,1,0,0,0,prompt_hijacking
TRACE-00338,6,3,4,3,0,0,1,0.0,525.3333333333334,739,206.3591509154484,0,1,0,0,0,benign
TRACE-00339,5,4,2,2,0,0,1,0.0,493.0,635,135.49937573318658,0,1,0,0,0,benign
TRACE-00340,4,3,1,1,0,1,2,0.0,429.5,633,73.49229336321315,0,1,0,0,0,benign
TRACE-00341,5,3,1,1,0,1,3,0.0,430.2,690,94.11042321526978,0,2,1,0,0,tool_redirection
TRACE-00342,4,3,0,0,0,1,2,0.0,380.5,651,201.3133116994864,0,3,0,0,0,benign
TRACE-00343,4,3,0,0,0,0,1,0.25,369.5,567,107.36813399517183,1,2,0,0,0,benign
TRACE-00344,5,3,4,3,0,1,2,0.0,334.0,505,141.73514271247066,0,0,0,0,0,benign
TRACE-00345,5,3,2,2,0,2,2,0.2,565.4,748,281.34228550346427,2,0,0,0,0,benign
TRACE-00346,7,4,2,2,0,2,2,0.0,487.42857142857144,780,288.48210223524757,1,2,0,1,0,prompt_hijacking
TRACE-00347,7,3,1,1,0,1,2,0.14285714285714285,382.85714285714283,440,200.83218432665774,1,3,0,0,0,benign
TRACE-00348,6,4,1,1,0,0,0,0.16666666666666666,317.5,439,306.7673216397974,1,2,0,0,0,benign
TRACE-00349,4,2,1,1,0,0,1,0.0,367.75,440,183.6029177910403,0,0,0,0,0,benign
TRACE-00350,6,4,1,1,0,1,2,0.0,501.6666666666667,640,255.70884786887507,1,3,0,0,0,benign
TRACE-00351,6,4,0,0,0,0,1,0.0,405.8333333333333,503,196.3508460159947,1,1,0,0,0,benign
TRACE-00352,6,3,3,2,0,0,1,0.0,392.8333333333333,591,161.01483453311891,1,1,0,0,0,benign
TRACE-00353,4,3,2,1,0,0,1,0.0,385.25,749,67.21966130996873,0,2,0,0,0,benign
TRACE-00354,4,3,1,1,0,0,1,0.0,437.0,526,154.8568577841079,0,2,0,0,0,retrieval_poisoning
TRACE-00355,5,3,2,2,0,0,1,0.0,424.8,662,134.98492868595972,0,1,0,0,0,benign
TRACE-00356,8,4,3,2,0,1,2,0.125,510.5,661,225.38805898406028,0,1,0,0,0,benign
TRACE-00357,6,4,1,1,0,0,1,0.0,490.3333333333333,640,131.89663842188537,1,1,0,0,0,benign
TRACE-00358,7,4,3,3,0,0,1,0.0,292.42857142857144,517,278.56478530852075,1,0,0,0,0,benign
TRACE-00359,8,3,1,1,0,1,2,0.0,401.875,576,192.26976066831526,1,2,0,0,0,benign
TRACE-00360,5,3,2,2,0,1,2,0.0,407.2,546,106.8380117003888,0,1,0,0,0,benign
TRACE-00361,7,4,2,2,0,0,1,0.14285714285714285,462.2857142857143,739,219.85893699648034,3,0,0,0,0,benign
TRACE-00362,4,3,1,1,0,0,1,0.25,551.25,768,207.20955946271582,0,1,0,0,0,benign
TRACE-00363,8,4,1,1,1,0,1,0.0,322.625,488,292.59273653197806,2,1,0,0,0,benign
TRACE-00364,6,3,0,0,0,0,1,0.0,412.6666666666667,517,127.20510132835369,2,2,0,0,0,tool_redirection
TRACE-00365,5,3,1,1,0,1,2,0.2,426.6,646,82.77421664198857,0,1,0,0,0,benign
TRACE-00366,6,3,1,1,0,1,2,0.16666666666666666,421.1666666666667,663,107.49484379526686,1,2,0,0,0,benign
TRACE-00367,6,3,1,1,0,1,2,0.0,430.1666666666667,518,159.13194835271332,2,0,0,0,0,prompt_hijacking
TRACE-00368,4,1,0,1,1,0,1,0.0,513.25,980,308.8817153238339,1,3,1,0,1,retrieval_poisoning
TRACE-00369,4,2,0,0,0,1,2,0.0,452.25,632,150.43416046218977,1,0,0,0,0,benign
TRACE-00370,6,2,1,2,1,1,2,0.0,562.6666666666666,980,423.2241179578538,2,1,1,0,1,retrieval_poisoning
TRACE-00371,4,3,2,2,1,0,1,0.0,359.5,501,134.58798273700484,0,0,0,0,0,benign
TRACE-00372,8,3,2,1,0,1,2,0.125,423.5,644,208.4700786021861,1,3,0,0,0,benign
TRACE-00373,8,3,2,2,0,0,1,0.0,312.5,496,238.35194915757504,1,2,0,0,0,benign
TRACE-00374,6,3,2,2,1,0,1,0.0,526.3333333333334,980,477.5513451457001,1,3,1,0,1,retrieval_poisoning
TRACE-00375,6,4,2,2,0,0,1,0.0,500.5,697,192.45582324702792,3,1,0,0,0,benign
TRACE-00376,6,3,1,1,0,0,1,0.0,379.3333333333333,479,144.85412059786944,2,0,0,0,0,benign
TRACE-00377,7,4,3,3,0,1,2,0.14285714285714285,416.0,604,258.7346927581794,0,1,0,0,0,retrieval_poisoning
TRACE-00378,6,3,2,2,0,1,2,0.0,412.5,609,176.31909023564347,1,3,0,0,0,benign
TRACE-00379,4,2,1,1,0,0,1,0.0,308.75,559,164.93746928641735,1,1,0,0,0,benign
TRACE-00380,7,3,1,1,0,0,1,0.0,523.7142857142857,609,305.51787036445995,2,2,0,0,0,benign
TRACE-00381,5,3,2,1,0,0,1,0.0,453.2,578,122.18072943325262,1,2,0,0,0,benign
TRACE-00382,6,3,0,0,1,0,1,0.16666666666666666,511.6666666666667,773,226.26789095548122,0,2,0,0,0,benign
TRACE-00383,5,3,1,2,1,0,1,0.0,582.2,980,354.73372777193333,1,2,1,0,1,retrieval_poisoning
TRACE-00384,4,3,0,0,0,0,1,0.0,404.25,474,100.1648791986301,2,1,0,0,0,benign
TRACE-00385,4,3,2,2,1,1,3,0.0,427.25,690,98.65662999847652,0,1,1,0,0,tool_redirection
TRACE-00386,5,3,0,0,0,1,2,0.0,513.6,864,126.01490150743578,2,0,0,0,0,retrieval_poisoning
TRACE-00387,5,3,2,3,1,0,1,0.0,522.2,980,382.850218145619,0,1,1,0,1,retrieval_poisoning
TRACE-00388,4,2,2,1,0,0,1,0.0,443.5,575,210.580560183726,1,0,0,0,0,benign
TRACE-00389,6,4,1,1,0,0,1,0.5,446.3333333333333,643,134.36517937267945,1,4,0,0,0,benign
TRACE-00390,7,4,1,1,2,1,2,0.0,381.57142857142856,642,295.98982612121546,2,1,0,0,0,benign
TRACE-00391,8,4,0,0,0,1,2,0.0,385.25,736,264.967757631627,1,3,0,0,0,benign
TRACE-00392,7,3,1,1,0,0,1,0.14285714285714285,424.57142857142856,565,344.3719060392214,0,2,0,0,0,benign
TRACE-00393,7,3,1,1,0,1,2,0.0,420.2857142857143,593,231.18795396917304,3,1,0,0,0,benign
TRACE-00394,4,2,1,1,0,1,2,0.0,346.75,428,79.0136086192023,2,1,0,0,0,benign
TRACE-00395,5,3,2,3,1,1,2,0.2,538.8,980,348.09415375280327,1,1,1,0,1,retrieval_poisoning
TRACE-00396,8,4,1,1,1,3,2,0.125,525.125,780,146.6640787934437,1,1,0,1,0,prompt_hijacking
TRACE-00397,4,3,0,0,0,0,1,0.0,380.75,560,116.88042849060874,0,2,0,0,0,prompt_hijacking
TRACE-00398,4,3,2,1,0,0,1,0.0,538.0,727,148.7439198952512,2,0,0,0,0,benign
TRACE-00399,4,3,0,0,1,0,0,0.0,446.25,504,91.15489365777955,2,0,0,0,0,benign
TRACE-00400,6,3,1,1,0,0,1,0.0,441.5,574,156.03235288255985,2,2,0,0,0,benign
TRACE-00401,7,4,0,0,0,0,1,0.2857142857142857,434.57142857142856,611,177.1519701739934,5,1,0,0,0,benign
TRACE-00402,6,3,2,2,0,1,2,0.0,277.3333333333333,443,147.47142467681223,0,3,0,0,0,benign
TRACE-00403,4,2,1,1,0,0,1,0.0,518.5,644,85.5710055937637,2,0,0,0,0,prompt_hijacking
TRACE-00404,5,3,1,1,0,1,2,0.0,468.8,780,106.61975522370928,0,1,0,1,0,prompt_hijacking
TRACE-00405,7,3,0,0,0,2,2,0.0,373.0,676,264.3394419990903,3,2,0,0,0,benign
TRACE-00406,5,4,0,0,0,1,2,0.0,634.4,820,154.58506420301373,0,0,0,1,0,prompt_hijacking
TRACE-00407,6,4,2,2,0,1,2,0.16666666666666666,412.8333333333333,650,152.14467027940202,1,1,1,0,0,benign
TRACE-00408,5,3,1,1,0,1,2,0.0,474.4,604,142.11045577079838,0,3,0,0,0,benign
TRACE-00409,7,4,3,1,0,0,1,0.0,428.85714285714283,511,197.62441236027138,1,1,0,0,0,prompt_hijacking
TRACE-00410,6,4,1,1,0,1,2,0.0,485.6666666666667,712,135.9749968653298,3,0,0,0,0,benign
TRACE-00411,4,3,2,2,0,0,1,0.0,416.75,511,102.42315901463624,1,1,0,0,0,benign
TRACE-00412,7,3,1,1,0,1,2,0.0,441.7142857142857,558,217.41161681421258,2,3,0,0,0,benign
TRACE-00413,5,3,2,3,1,2,2,0.0,509.2,980,356.8587869502278,1,2,1,0,1,retrieval_poisoning
TRACE-00414,7,2,1,2,1,0,1,0.0,629.0,980,502.2984496395473,1,3,1,0,1,retrieval_poisoning
TRACE-00415,4,2,1,2,1,0,1,0.0,608.75,980,293.46010758810127,1,1,1,0,1,retrieval_poisoning
TRACE-00416,6,4,1,1,0,1,2,0.0,376.0,483,223.35327405571513,1,2,0,0,0,benign
TRACE-00417,5,3,0,0,0,1,2,0.0,540.8,780,132.5828096616797,2,1,0,1,0,prompt_hijacking
TRACE-00418,4,3,1,1,0,1,3,0.0,511.0,690,124.31414425094732,0,2,1,0,0,tool_redirection
TRACE-00419,6,3,2,2,1,1,2,0.0,458.8333333333333,780,284.13281657456656,0,0,0,1,0,prompt_hijacking
TRACE-00420,4,3,1,1,0,2,3,0.25,650.75,690,62.344327433195545,3,0,1,0,0,tool_redirection
TRACE-00421,7,4,1,1,0,1,2,0.0,362.2857142857143,597,202.43249389884414,1,3,0,0,0,benign
TRACE-00422,7,3,3,2,1,1,2,0.0,472.7142857142857,705,180.72633482621626,1,2,0,0,0,benign
TRACE-00423,8,4,2,2,0,1,3,0.125,479.25,690,296.5511830161122,2,1,1,0,0,tool_redirection
TRACE-00424,8,4,1,1,0,0,1,0.0,408.625,646,153.22126065894764,2,2,0,0,0,prompt_hijacking
TRACE-00425,4,3,2,2,0,1,2,0.0,523.5,565,87.09010165505246,0,1,0,0,0,benign
TRACE-00426,8,4,4,2,1,0,1,0.0,469.0,659,247.82851059516813,1,1,0,0,0,benign
TRACE-00427,6,3,1,1,0,0,1,0.0,429.3333333333333,724,224.53802104995475,1,1,0,0,0,benign
TRACE-00428,6,4,2,2,0,1,2,0.16666666666666666,563.0,780,215.0642067298464,2,0,0,1,0,prompt_hijacking
TRACE-00429,4,2,1,1,0,0,1,0.25,439.75,558,47.12087369936416,0,2,0,0,0,benign
TRACE-00430,6,3,1,1,0,0,1,0.0,426.0,674,295.050008975027,1,2,0,0,0,benign
TRACE-00431,7,2,4,3,0,0,1,0.0,415.2857142857143,481,246.43288531679397,0,0,0,0,0,benign
TRACE-00432,5,3,2,2,0,1,3,0.4,533.0,690,100.5956277368198,0,2,1,0,0,tool_redirection
TRACE-00433,7,3,1,1,0,0,1,0.14285714285714285,516.8571428571429,690,146.0533886517005,1,2,0,0,0,benign
TRACE-00434,5,3,3,3,0,1,2,0.0,445.0,602,202.0174126366519,0,0,0,0,0,benign
TRACE-00435,5,3,0,0,2,0,1,0.0,380.2,584,250.6383639722347,1,1,0,0,0,benign
TRACE-00436,6,4,2,2,0,1,2,0.0,412.1666666666667,513,160.0117504163896,0,1,0,0,0,benign
TRACE-00437,6,3,0,1,2,1,2,0.0,594.1666666666666,980,388.5566862555742,1,4,1,0,1,retrieval_poisoning
TRACE-00438,4,3,1,1,0,1,2,0.25,403.75,650,161.325283323863,2,1,1,0,0,benign
TRACE-00439,6,3,1,1,0,2,2,0.0,555.5,660,310.6551560371084,1,1,0,0,0,benign
TRACE-00440,5,3,1,1,0,0,1,0.0,347.8,521,168.35311512040414,0,3,0,0,0,benign
TRACE-00441,4,3,0,0,0,0,1,0.25,455.0,628,105.19922680301006,1,2,0,0,0,benign
TRACE-00442,4,2,0,0,0,0,0,0.0,400.75,503,161.9175320751345,3,0,0,0,0,benign
TRACE-00443,8,4,3,3,1,0,1,0.0,560.875,980,489.89264716769304,0,3,1,0,1,retrieval_poisoning
TRACE-00444,7,4,1,2,1,0,1,0.14285714285714285,450.57142857142856,980,518.7583372339992,2,2,1,0,1,retrieval_poisoning
TRACE-00445,5,4,2,2,0,0,1,0.0,352.4,429,160.24881450623755,2,0,0,0,0,benign
TRACE-00446,5,4,2,2,1,1,2,0.0,445.8,697,136.94378670870535,0,2,0,0,0,benign
TRACE-00447,4,4,2,2,0,0,1,0.0,332.0,536,120.26303963155071,0,1,0,0,0,benign
TRACE-00448,6,3,1,1,0,0,1,0.0,422.8333333333333,564,277.44026303588583,2,3,0,0,0,benign
TRACE-00449,4,3,1,1,0,0,1,0.0,419.0,508,106.39235275320416,1,0,0,0,0,benign
TRACE-00450,7,4,1,1,0,1,2,0.0,422.42857142857144,780,309.9821873279775,3,1,0,1,0,prompt_hijacking
TRACE-00451,6,4,0,0,1,0,1,0.16666666666666666,457.5,581,181.2964322289655,2,2,0,0,0,benign
TRACE-00452,5,3,3,3,0,1,3,0.2,516.0,690,237.45763021445765,2,0,1,0,0,tool_redirection
TRACE-00453,7,3,3,2,1,0,1,0.0,444.7142857142857,726,113.1522283299789,0,2,0,0,0,benign
TRACE-00454,4,3,1,1,0,0,1,0.0,436.0,634,168.7879465236299,0,0,0,0,0,benign
TRACE-00455,4,3,1,1,0,0,1,0.0,387.5,501,108.89206235853189,0,3,0,0,0,benign
TRACE-00456,8,3,0,0,0,1,2,0.0,445.5,718,218.68448634053485,5,2,0,0,0,tool_redirection
TRACE-00457,6,3,1,1,0,0,1,0.0,421.8333333333333,799,214.99087288121797,2,2,0,0,0,benign
TRACE-00458,6,3,1,1,0,0,1,0.0,428.3333333333333,680,148.66604724331117,0,1,0,0,0,benign
TRACE-00459,6,3,1,2,1,0,1,0.0,493.8333333333333,980,415.40152390765536,1,3,1,0,1,retrieval_poisoning
TRACE-00460,7,3,3,2,0,0,1,0.0,355.14285714285717,523,188.78101966404319,1,0,0,0,0,benign
TRACE-00461,4,3,0,0,0,0,1,0.25,650.25,963,120.36803595415172,0,1,0,0,0,benign
TRACE-00462,6,3,2,2,0,0,1,0.0,407.8333333333333,703,138.36593092963372,0,3,0,0,0,benign
TRACE-00463,6,4,2,2,0,1,2,0.0,500.1666666666667,756,192.62465325574573,1,1,1,0,0,benign
TRACE-00464,4,3,2,2,0,0,1,0.25,364.75,584,99.7205443650773,2,0,0,0,0,benign
TRACE-00465,7,3,4,3,0,1,3,0.0,404.42857142857144,690,212.13989226757857,0,1,1,0,0,tool_redirection
TRACE-00466,4,2,1,1,0,0,1,0.0,344.75,530,88.36599053049822,1,0,0,0,0,benign
TRACE-00467,8,4,1,1,0,0,1,0.0,460.0,742,276.9680033672434,0,1,0,0,0,benign
TRACE-00468,6,4,2,1,0,0,1,0.0,443.5,603,305.63455796621514,1,1,0,0,0,benign
TRACE-00469,6,3,2,2,0,0,1,0.0,423.0,561,142.7705221177525,1,0,0,0,0,tool_redirection
TRACE-00470,7,3,1,2,1,0,1,0.0,491.0,980,422.15127280080816,2,3,1,0,1,retrieval_poisoning
TRACE-00471,7,4,3,3,0,1,2,0.0,427.7142857142857,650,192.97743868228537,1,1,1,0,0,benign
TRACE-00472,5,3,3,2,0,2,2,0.0,350.8,578,105.98571020586252,0,1,0,0,0,benign
TRACE-00473,6,3,2,2,0,1,2,0.0,486.3333333333333,739,206.21323329348184,1,1,0,0,0,benign
TRACE-00474,4,3,1,1,0,1,2,0.0,334.0,344,56.13817418765906,0,1,0,0,0,tool_redirection
TRACE-00475,6,4,2,2,0,0,1,0.0,353.1666666666667,531,191.43489363539766,1,1,0,0,0,benign
TRACE-00476,7,4,1,1,1,0,1,0.0,393.14285714285717,583,251.7694070686998,0,2,0,0,0,tool_redirection
TRACE-00477,5,3,0,0,0,0,1,0.0,345.4,515,169.1592056031697,2,1,0,0,0,benign
TRACE-00478,5,3,0,0,0,0,1,0.0,375.2,509,228.85154821854258,2,1,0,0,0,prompt_hijacking
TRACE-00479,7,3,2,2,1,0,1,0.0,380.57142857142856,551,268.46874170687556,0,2,0,0,0,tool_redirection
TRACE-00480,7,3,3,2,0,0,1,0.0,435.14285714285717,508,232.4994312460535,2,0,0,0,0,tool_redirection
TRACE-00481,5,4,1,1,0,2,2,0.0,395.0,606,183.6023317421168,2,0,0,0,0,benign
TRACE-00482,6,3,2,2,0,2,2,0.0,374.0,551,170.21315118431409,3,0,0,0,0,benign
TRACE-00483,8,4,0,0,0,1,2,0.0,479.375,756,297.35619842156115,3,2,0,0,0,retrieval_poisoning
TRACE-00484,6,2,2,1,0,1,2,0.0,474.0,780,190.36587375750233,0,2,0,1,0,prompt_hijacking
