session_id,event_count,agent_count,tool_call_count,unique_tool_count,external_call_count,privileged_action_count,max_permission_level,error_rate,mean_latency_ms,max_latency_ms,total_data_volume_kb,handoff_count,retrieval_count,suspicious_tool_count,instruction_override_count,untrusted_retrieval_count,label
TRACE-00230,9,4,1,1,1,0,1,0.0,420.44444444444446,675,283.2879178658265,2,2,0,0,0,benign
TRACE-00231,15,4,1,1,0,3,2,0.2,400.1333333333333,694,573.9100218414308,4,5,1,0,0,benign
TRACE-00232,12,4,5,4,3,2,3,0.0,411.25,578,651.5229533766797,1,4,1,0,0,tool_redirection
TRACE-00233,12,4,3,3,0,0,1,0.08333333333333333,346.5833333333333,649,355.1121966190695,1,6,0,0,0,benign
TRACE-00234,12,4,3,2,3,2,3,0.08333333333333333,500.5,780,734.0797698549156,4,1,1,1,0,prompt_hijacking
TRACE-00235,10,4,2,2,0,2,2,0.2,484.5,798,343.43471099948465,4,1,0,0,0,benign
TRACE-00236,10,4,1,1,0,1,2,0.0,464.1,715,379.6535423165052,2,2,0,0,0,benign
TRACE-00237,17,4,2,3,1,1,2,0.058823529411764705,399.47058823529414,980,931.1352730131549,3,9,1,0,1,retrieval_poisoning
TRACE-00238,13,4,3,4,1,1,2,0.07692307692307693,439.0,980,855.5678019887016,3,4,1,0,1,retrieval_poisoning
TRACE-00239,15,4,2,2,2,3,3,0.06666666666666667,429.46666666666664,813,887.99078080814,3,3,1,1,0,prompt_hijacking
TRACE-00240,9,4,1,3,2,0,1,0.1111111111111111,385.77777777777777,980,778.1114363779732,0,4,1,0,1,retrieval_poisoning
TRACE-00241,15,4,5,3,0,0,1,0.0,507.6666666666667,706,588.5943336086226,4,3,0,0,0,benign
TRACE-00242,14,4,4,4,1,5,3,0.07142857142857142,368.92857142857144,780,667.0573993375656,2,3,1,1,0,prompt_hijacking
TRACE-00243,18,4,3,3,1,3,2,0.1111111111111111,478.77777777777777,733,1027.0278675698626,3,9,0,0,0,retrieval_poisoning
TRACE-00244,10,4,2,2,1,1,3,0.0,417.1,646,537.0395071380725,3,2,1,0,0,prompt_hijacking
TRACE-00245,17,4,3,3,0,2,2,0.0,477.2352941176471,716,535.3634638703111,1,5,0,0,0,benign
TRACE-00246,14,4,4,3,1,0,1,0.14285714285714285,411.92857142857144,695,441.99457460023126,2,2,0,0,0,benign
TRACE-00247,11,3,3,3,2,1,3,0.09090909090909091,363.45454545454544,561,711.807162951839,2,5,1,0,0,prompt_hijacking
TRACE-00248,10,3,3,2,0,1,2,0.0,409.2,626,337.4907591056954,1,1,0,0,0,benign
TRACE-00249,18,4,6,3,0,0,1,0.05555555555555555,424.05555555555554,613,811.4589430749968,4,2,0,0,0,benign
TRACE-00250,17,4,4,4,1,2,2,0.058823529411764705,467.70588235294116,980,875.9651294661104,1,7,1,0,1,retrieval_poisoning
TRACE-00251,9,4,1,1,0,1,2,0.0,463.55555555555554,684,195.50758309475296,3,4,0,0,0,benign
TRACE-00252,13,4,2,2,0,1,2,0.0,445.84615384615387,835,534.0777827403842,2,4,0,0,0,benign
TRACE-00253,18,4,2,2,0,1,2,0.0,428.3888888888889,601,720.2826414215963,6,7,0,0,0,benign
TRACE-00254,11,4,3,2,0,2,2,0.09090909090909091,411.1818181818182,703,376.1640341575953,3,1,0,0,0,benign
TRACE-00255,16,4,5,4,0,1,2,0.0625,510.9375,822,905.493956488589,3,4,0,0,0,retrieval_poisoning
TRACE-00256,18,4,3,4,1,1,2,0.05555555555555555,491.94444444444446,980,1069.063900606193,5,8,1,0,1,retrieval_poisoning
TRACE-00257,18,4,6,5,1,5,3,0.0,451.8888888888889,690,925.6729527130208,4,2,2,0,0,tool_redirection
TRACE-00258,17,4,5,3,0,1,2,0.0,468.2352941176471,650,427.5198421353037,3,4,1,0,0,benign
TRACE-00259,9,4,2,2,1,1,2,0.1111111111111111,427.1111111111111,642,232.47183865923304,1,2,0,0,0,benign
TRACE-00260,18,4,7,4,1,0,1,0.05555555555555555,389.0,688,807.3209610652312,6,3,0,0,0,retrieval_poisoning
TRACE-00261,11,4,3,2,0,2,2,0.09090909090909091,346.0,551,260.3557753976525,3,3,0,0,0,benign
TRACE-00262,13,4,4,3,0,1,2,0.0,424.0769230769231,650,413.53515453754375,2,4,1,0,0,benign
TRACE-00263,12,4,6,4,2,2,3,0.0,412.0833333333333,659,569.3145976465024,1,3,1,0,0,prompt_hijacking
TRACE-00264,9,4,4,3,1,1,2,0.1111111111111111,408.55555555555554,564,301.56372271960737,0,0,0,0,0,benign
TRACE-00265,11,4,6,4,0,0,1,0.0,311.90909090909093,573,373.72851722341505,2,2,0,0,0,benign
TRACE-00266,18,4,6,4,1,2,2,0.0,383.6666666666667,650,594.9005805011232,3,4,1,0,0,benign
TRACE-00267,17,4,5,4,1,2,2,0.0,380.3529411764706,781,462.2726288689762,3,4,0,0,0,benign
TRACE-00268,13,4,8,6,2,2,3,0.0,375.38461538461536,690,635.9005956696445,1,2,2,0,0,tool_redirection
TRACE-00269,13,4,2,3,1,0,1,0.07692307692307693,444.7692307692308,716,653.076496563071,2,5,0,0,0,retrieval_poisoning
TRACE-00270,10,3,3,3,0,0,1,0.1,430.3,596,531.6113364064705,2,1,0,0,0,retrieval_poisoning
TRACE-00271,12,4,7,3,0,0,1,0.08333333333333333,468.0,718,425.856091905799,1,1,0,0,0,benign
TRACE-00272,9,3,0,2,1,2,2,0.2222222222222222,471.22222222222223,980,830.7859402661934,3,6,1,0,1,retrieval_poisoning
TRACE-00273,13,4,4,3,1,0,1,0.0,407.6923076923077,590,370.9109540842463,1,5,0,0,0,benign
TRACE-00274,17,4,4,2,0,0,1,0.0,408.1764705882353,617,536.9636662472096,3,2,0,0,0,benign
TRACE-00275,10,4,6,5,2,2,3,0.0,461.2,690,593.2199059076208,0,1,2,0,0,tool_redirection
TRACE-00276,12,3,4,3,1,1,2,0.08333333333333333,382.25,654,392.6978706873069,2,1,0,0,0,benign
TRACE-00277,11,4,1,1,1,1,2,0.0,463.54545454545456,634,389.696966462893,1,5,0,0,0,benign
TRACE-00278,18,4,4,3,0,0,1,0.0,399.44444444444446,622,621.1958699926902,2,6,0,0,0,benign
TRACE-00279,11,4,4,2,0,2,2,0.0,436.0,725,458.59547944513895,2,3,0,0,0,benign
TRACE-00280,10,4,3,4,1,2,2,0.1,499.4,980,738.0318889528667,2,2,1,0,1,retrieval_poisoning
TRACE-00281,9,4,4,2,1,0,1,0.0,403.55555555555554,659,500.8302321598685,1,2,0,0,0,benign
TRACE-00282,11,4,2,2,0,2,2,0.0,481.6363636363636,650,324.1944811727119,1,1,1,0,0,benign
TRACE-00283,10,3,1,1,1,0,1,0.0,434.5,702,299.3574282430676,3,1,0,0,0,benign
TRACE-00284,17,4,3,3,1,0,1,0.058823529411764705,415.05882352941177,980,1048.2201462619228,1,5,1,0,1,retrieval_poisoning
TRACE-00285,17,4,5,3,0,2,2,0.058823529411764705,378.7647058823529,564,463.3700003350256,2,4,0,0,0,benign
TRACE-00286,14,4,4,1,0,2,2,0.14285714285714285,452.0,734,644.1758076469563,3,3,0,0,0,benign
TRACE-00287,12,4,5,4,2,1,3,0.0,426.8333333333333,681,662.3813255338407,1,0,1,0,0,tool_redirection
TRACE-00288,14,4,5,3,0,1,2,0.07142857142857142,404.5,615,553.4047777686133,3,4,0,0,0,benign
TRACE-00289,14,4,1,1,0,0,1,0.14285714285714285,430.85714285714283,728,564.2815275599673,1,5,0,0,0,benign
TRACE-00290,18,4,7,3,0,0,1,0.1111111111111111,378.0,606,630.0107025583923,1,4,0,0,0,benign
TRACE-00291,14,3,4,2,0,1,2,0.0,472.2857142857143,825,411.65102064270434,3,3,0,0,0,benign
TRACE-00292,16,4,2,4,1,3,2,0.0625,363.25,980,1003.7135115289818,2,6,1,0,1,retrieval_poisoning
TRACE-00293,12,4,3,2,0,3,2,0.0,489.1666666666667,718,493.4237156575358,2,2,0,0,0,benign
TRACE-00294,13,4,5,4,0,2,2,0.0,431.15384615384613,575,368.02250795142135,2,2,0,0,0,benign
TRACE-00295,12,4,2,2,1,1,2,0.08333333333333333,386.4166666666667,650,334.75321720432714,3,3,0,0,0,retrieval_poisoning
TRACE-00296,18,4,11,3,1,2,2,0.05555555555555555,429.8888888888889,640,463.9014437513499,1,5,0,0,0,benign
TRACE-00297,10,4,5,3,1,3,3,0.0,510.7,780,585.5496924252142,2,0,1,1,0,prompt_hijacking
TRACE-00298,13,4,2,2,0,2,2,0.07692307692307693,455.2307692307692,690,252.41774982677623,4,3,0,0,0,benign
TRACE-00299,13,4,3,2,0,1,2,0.0,333.7692307692308,509,440.0724540444318,4,2,0,0,0,benign
TRACE-00300,10,4,5,5,0,1,2,0.1,474.9,650,268.4715312767805,1,3,1,0,0,benign
TRACE-00301,17,4,4,2,0,1,2,0.11764705882352941,509.2352941176471,745,535.8360025781747,4,4,0,0,0,prompt_hijacking
TRACE-00302,14,4,3,4,2,1,2,0.07142857142857142,458.7857142857143,980,898.0165033287732,3,6,1,0,1,retrieval_poisoning
TRACE-00303,15,3,3,3,1,3,3,0.0,421.93333333333334,780,612.79619459489,3,3,1,1,0,prompt_hijacking
TRACE-00304,17,4,5,5,1,2,3,0.058823529411764705,437.8235294117647,683,928.4864692164799,4,5,1,0,0,tool_redirection
TRACE-00305,12,4,0,0,0,0,1,0.0,415.5833333333333,744,523.4014499823842,2,4,0,0,0,benign
TRACE-00306,13,4,3,2,0,2,2,0.0,410.61538461538464,716,407.2553256736897,2,3,0,0,0,benign
TRACE-00307,15,4,4,4,1,3,3,0.06666666666666667,393.4,690,866.8595581425218,3,3,2,0,0,tool_redirection
TRACE-00308,10,4,0,0,0,3,2,0.2,361.9,565,241.57968114015054,4,4,0,0,0,benign
TRACE-00309,15,4,1,1,0,0,1,0.0,520.0,755,401.7584404181089,5,4,0,0,0,benign
TRACE-00310,11,4,3,3,1,3,3,0.0,499.3636363636364,742,700.2300837755031,3,1,2,0,0,tool_redirection
TRACE-00311,15,4,3,3,1,3,3,0.06666666666666667,413.1333333333333,780,844.9146858110194,2,5,1,1,0,prompt_hijacking
TRACE-00312,9,3,0,2,1,0,1,0.2222222222222222,553.0,980,683.934499508343,0,7,1,0,1,retrieval_poisoning
TRACE-00313,11,4,6,4,1,0,1,0.18181818181818182,455.90909090909093,677,344.2000134239634,1,0,0,0,0,benign
TRACE-00314,11,4,5,4,1,0,1,0.0,444.8181818181818,675,357.81927483088447,2,2,0,0,0,benign
TRACE-00315,12,4,2,2,1,2,2,0.08333333333333333,411.75,564,389.40567370683954,0,7,0,0,0,benign
TRACE-00316,16,4,6,4,1,2,3,0.125,456.75,690,741.9781851791444,6,1,2,0,0,tool_redirection
TRACE-00317,13,4,3,2,1,0,1,0.0,406.46153846153845,713,403.31579473190226,1,4,0,0,0,benign
TRACE-00318,12,3,4,3,1,1,2,0.08333333333333333,415.5833333333333,650,390.855758445093,3,2,1,0,0,benign
TRACE-00319,9,4,3,3,1,0,1,0.0,448.8888888888889,596,360.29063918002913,0,4,0,0,0,benign
TRACE-00320,18,4,3,3,1,3,2,0.0,425.05555555555554,739,437.25840469002776,3,6,0,0,0,benign
TRACE-00321,16,4,6,4,1,1,2,0.1875,442.9375,980,983.6358166163125,0,3,1,0,1,retrieval_poisoning
TRACE-00322,11,4,1,1,1,3,2,0.09090909090909091,377.54545454545456,525,284.6917860627686,4,2,0,0,0,benign
TRACE-00323,9,3,3,2,0,0,1,0.0,415.3333333333333,643,254.60441105502895,1,3,0,0,0,benign
TRACE-00324,14,4,5,3,2,0,1,0.07142857142857142,432.7857142857143,663,432.42026024474245,3,3,0,0,0,benign
TRACE-00325,14,4,5,5,2,0,1,0.21428571428571427,389.42857142857144,980,893.937674081614,0,6,1,0,1,retrieval_poisoning
TRACE-00326,15,4,2,2,0,0,1,0.0,430.6,689,461.10888824700424,1,5,0,0,0,benign
TRACE-00327,14,4,4,3,0,1,2,0.07142857142857142,418.14285714285717,780,430.30462126604675,3,2,0,0,0,benign
TRACE-00328,13,4,6,5,1,3,3,0.0,517.4615384615385,754,663.2506913410227,2,1,2,0,0,tool_redirection
TRACE-00329,12,4,1,1,0,0,1,0.08333333333333333,431.25,608,350.54140839242643,1,6,0,0,0,benign
TRACE-00330,15,4,4,4,1,1,2,0.13333333333333333,430.6666666666667,980,825.1701500039522,3,5,1,0,1,retrieval_poisoning
TRACE-00331,10,4,3,2,0,0,1,0.0,485.2,705,295.8898908450666,3,1,0,0,0,benign
TRACE-00332,16,4,6,4,0,2,2,0.0,452.0625,831,467.5113350294439,3,2,0,0,0,benign
TRACE-00333,10,4,2,2,1,3,3,0.1,426.0,690,684.3129549475819,4,1,2,0,0,tool_redirection
TRACE-00334,10,4,2,2,1,1,2,0.0,443.4,732,337.2091754443502,3,2,0,0,0,benign
TRACE-00335,9,4,2,1,0,2,2,0.0,440.55555555555554,676,349.95340096625813,2,3,0,0,0,benign
TRACE-00336,9,4,2,2,2,2,3,0.0,441.55555555555554,572,570.3047976423921,2,0,1,0,0,tool_redirection
TRACE-00337,14,4,2,2,1,1,3,0.07142857142857142,304.7857142857143,502,668.6908920513599,3,3,1,0,0,prompt_hijacking
TRACE-00338,13,4,6,3,0,1,2,0.0,524.0,893,503.5563766600092,0,4,0,0,0,benign
TRACE-00339,11,4,2,2,0,0,1,0.0,471.27272727272725,635,289.38604870950746,0,3,0,0,0,benign
TRACE-00340,10,3,3,3,0,3,2,0.0,459.7,662,215.15978943168454,3,1,0,0,0,benign
TRACE-00341,11,4,2,2,1,2,3,0.0,480.09090909090907,749,587.5185563425213,1,4,2,0,0,tool_redirection
TRACE-00342,9,4,3,2,0,3,2,0.1111111111111111,444.77777777777777,651,328.3046973161698,0,3,0,0,0,benign
TRACE-00343,9,4,3,2,0,0,1,0.1111111111111111,351.3333333333333,597,217.61079205309642,1,2,0,0,0,benign
TRACE-00344,11,4,5,4,0,1,2,0.0,391.45454545454544,519,312.72040540612386,2,2,0,0,0,benign
TRACE-00345,12,4,4,4,0,2,2,0.08333333333333333,535.9166666666666,916,586.2089980509595,4,1,0,0,0,benign
TRACE-00346,17,4,6,5,2,4,3,0.0,453.6470588235294,780,858.6554968448838,5,2,1,1,0,prompt_hijacking
TRACE-00347,17,4,3,2,0,3,2,0.11764705882352941,411.6470588235294,653,506.1268644103609,2,4,0,0,0,benign
TRACE-00348,14,4,1,1,1,1,2,0.07142857142857142,318.35714285714283,449,672.5687201430137,4,4,0,0,0,benign
TRACE-00349,9,3,2,2,0,1,2,0.0,376.55555555555554,520,329.86002297275326,2,1,0,0,0,benign
TRACE-00350,15,4,1,1,0,2,2,0.0,398.3333333333333,640,537.9499079933616,3,6,0,0,0,benign
TRACE-00351,15,4,1,1,0,1,2,0.0,393.8666666666667,689,547.8389821717243,3,4,0,0,0,benign
TRACE-00352,14,4,5,4,0,1,2,0.07142857142857142,382.14285714285717,591,389.5544139851513,5,2,0,0,0,benign
TRACE-00353,9,4,2,1,0,0,1,0.1111111111111111,373.0,749,240.02751914556774,0,4,0,0,0,benign
TRACE-00354,10,4,2,1,0,0,1,0.0,439.4,597,282.3151745796946,1,4,0,0,0,retrieval_poisoning
TRACE-00355,11,4,2,2,0,0,1,0.09090909090909091,406.8181818181818,662,393.3202804272553,3,2,0,0,0,benign
TRACE-00356,18,4,5,2,0,1,2,0.1111111111111111,444.1111111111111,661,651.5374971121464,3,1,0,0,0,benign
TRACE-00357,13,4,2,2,0,1,2,0.0,447.61538461538464,655,276.0743789452744,3,2,0,0,0,benign
TRACE-00358,16,4,6,3,0,1,2,0.0,370.875,809,568.617869293386,4,1,0,0,0,benign
TRACE-00359,18,4,7,3,1,1,2,0.0,419.44444444444446,584,361.4907962903237,1,6,0,0,0,benign
TRACE-00360,11,3,5,4,0,2,2,0.09090909090909091,379.6363636363636,546,243.71164121594927,0,2,0,0,0,benign
TRACE-00361,17,4,7,3,0,0,1,0.058823529411764705,445.47058823529414,739,481.25746455901333,3,3,0,0,0,benign
TRACE-00362,9,4,2,1,0,0,1,0.1111111111111111,478.44444444444446,768,397.96851076334764,3,1,0,0,0,benign
TRACE-00363,18,4,4,3,2,1,2,0.0,400.3333333333333,636,590.8921949423263,3,6,0,0,0,benign
TRACE-00364,15,4,2,2,0,0,1,0.13333333333333333,421.0,588,475.71754442752695,3,5,0,0,0,tool_redirection
TRACE-00365,11,4,2,2,0,1,2,0.09090909090909091,398.09090909090907,680,271.46857073449746,2,2,0,0,0,benign
TRACE-00366,13,4,5,3,0,2,2,0.07692307692307693,398.61538461538464,663,294.1436874568708,2,2,0,0,0,benign
TRACE-00367,13,4,4,2,0,2,2,0.0,404.15384615384613,625,387.2944940284442,3,1,0,0,0,prompt_hijacking
TRACE-00368,9,4,0,2,1,0,1,0.1111111111111111,466.55555555555554,980,681.9839000749062,2,7,1,0,1,retrieval_poisoning
TRACE-00369,10,3,0,0,0,1,2,0.0,406.6,632,285.78373391575707,4,1,0,0,0,benign
TRACE-00370,13,4,4,5,1,1,2,0.07692307692307693,450.38461538461536,980,909.0001377117926,3,2,1,0,1,retrieval_poisoning
TRACE-00371,10,4,4,2,1,1,2,0.1,350.2,501,419.9321945977395,2,2,0,0,0,benign
TRACE-00372,18,4,4,2,1,1,2,0.05555555555555555,395.27777777777777,666,460.2123055622843,2,7,0,0,0,benign
TRACE-00373,18,4,3,3,1,1,2,0.0,389.3333333333333,673,589.7065296878706,3,8,0,0,0,benign
TRACE-00374,13,3,2,3,1,0,1,0.07692307692307693,508.46153846153845,980,904.1887343194455,5,4,1,0,1,retrieval_poisoning
TRACE-00375,15,4,3,2,0,2,2,0.0,433.8,697,530.1209516511684,3,4,0,0,0,benign
TRACE-00376,14,4,1,1,0,2,2,0.07142857142857142,359.92857142857144,582,345.51448392283413,2,3,0,0,0,benign
TRACE-00377,17,4,5,3,0,2,2,0.058823529411764705,377.6470588235294,604,685.516784510111,2,7,0,0,0,retrieval_poisoning
TRACE-00378,14,4,3,3,0,2,2,0.0,408.5,609,446.7691325060228,2,6,0,0,0,benign
TRACE-00379,9,4,1,1,0,0,1,0.0,431.77777777777777,826,389.76302392189797,3,2,0,0,0,benign
TRACE-00380,17,4,3,2,0,1,2,0.0,423.52941176470586,609,577.7341952595016,2,3,0,0,0,benign
TRACE-00381,11,4,3,2,0,1,2,0.0,430.6363636363636,824,320.74936666014435,1,4,0,0,0,benign
TRACE-00382,15,4,4,3,1,1,2,0.06666666666666667,419.8,773,516.9424782869689,3,3,0,0,0,benign
TRACE-00383,11,4,2,4,1,0,1,0.09090909090909091,443.0,980,863.0912704688245,1,4,1,0,1,retrieval_poisoning
TRACE-00384,9,4,3,2,0,0,1,0.0,389.0,498,219.73441719892708,2,2,0,0,0,benign
TRACE-00385,10,3,3,3,2,2,3,0.1,402.5,690,593.204763431593,1,1,2,0,0,tool_redirection
TRACE-00386,11,4,4,3,0,2,2,0.0,422.09090909090907,864,358.92599625856445,2,2,0,0,0,retrieval_poisoning
TRACE-00387,12,4,5,4,1,0,1,0.08333333333333333,430.4166666666667,980,874.6766852283098,1,4,1,0,1,retrieval_poisoning
TRACE-00388,9,4,3,1,0,0,1,0.0,457.55555555555554,651,404.30732233942985,2,1,0,0,0,benign
TRACE-00389,14,4,7,3,1,0,1,0.21428571428571427,425.85714285714283,654,338.9484665178344,1,5,0,0,0,benign
TRACE-00390,17,4,3,2,2,2,2,0.11764705882352941,404.52941176470586,649,583.9971864131934,3,4,0,0,0,benign
TRACE-00391,18,4,4,2,0,3,2,0.0,363.1666666666667,736,605.678723314499,3,6,0,0,0,benign
TRACE-00392,16,4,3,2,0,0,1,0.125,439.6875,722,686.3568827122244,3,3,0,0,0,benign
TRACE-00393,16,4,3,2,0,3,2,0.0,371.875,593,542.5594407844454,5,2,0,0,0,benign
TRACE-00394,9,4,3,2,0,2,2,0.1111111111111111,398.44444444444446,531,296.4510818187529,2,3,0,0,0,benign
TRACE-00395,11,4,3,4,1,3,2,0.2727272727272727,522.2727272727273,980,782.4021428345513,1,3,1,0,1,retrieval_poisoning
TRACE-00396,18,4,3,3,2,6,3,0.05555555555555555,487.94444444444446,780,798.3358668643687,5,2,1,1,0,prompt_hijacking
TRACE-00397,9,4,1,1,1,2,3,0.0,401.77777777777777,560,516.3749372612383,0,4,1,0,0,prompt_hijacking
TRACE-00398,10,4,5,2,0,0,1,0.0,450.3,727,285.6020084854735,3,1,0,0,0,benign
TRACE-00399,10,4,0,0,1,0,1,0.0,502.0,767,240.70547424744473,2,2,0,0,0,benign
TRACE-00400,15,4,3,2,1,0,1,0.0,431.0,660,468.53222093360273,5,4,0,0,0,benign
TRACE-00401,16,4,2,2,0,1,2,0.125,417.4375,611,375.94646588965776,6,2,0,0,0,benign
TRACE-00402,15,4,3,3,0,2,2,0.0,372.8666666666667,778,443.16894619797273,2,4,0,0,0,benign
TRACE-00403,9,4,5,3,2,1,3,0.0,514.0,736,490.8211513872889,2,0,1,0,0,prompt_hijacking
TRACE-00404,12,4,3,3,2,3,3,0.0,457.3333333333333,782,714.7297533151909,2,2,1,1,0,prompt_hijacking
TRACE-00405,16,4,2,2,0,2,2,0.0625,373.0,676,657.4391828561838,5,6,0,0,0,benign
TRACE-00406,12,4,1,1,1,2,3,0.0,464.5833333333333,820,576.1051050441921,1,2,1,1,0,prompt_hijacking
TRACE-00407,13,4,2,2,0,1,2,0.07692307692307693,441.0,699,321.9025128034618,6,2,1,0,0,benign
TRACE-00408,11,4,1,1,0,1,2,0.09090909090909091,439.90909090909093,604,413.90093875220003,0,6,0,0,0,benign
TRACE-00409,16,4,5,2,1,1,2,0.0625,437.625,715,378.54261057240404,3,2,0,0,0,prompt_hijacking
TRACE-00410,13,4,5,4,0,2,2,0.07692307692307693,511.15384615384613,712,361.524971263123,3,1,0,0,0,benign
TRACE-00411,10,4,4,2,0,1,2,0.0,411.8,652,269.4608612074706,2,2,0,0,0,benign
TRACE-00412,16,3,4,3,0,2,2,0.125,418.8125,559,539.5777782493808,6,4,0,0,0,benign
TRACE-00413,12,4,2,4,1,3,2,0.08333333333333333,420.5,980,876.858289711341,3,5,1,0,1,retrieval_poisoning
TRACE-00414,16,4,4,4,1,2,2,0.0625,520.5625,980,1192.847852818324,3,5,1,0,1,retrieval_poisoning
TRACE-00415,9,3,2,3,1,1,2,0.1111111111111111,577.3333333333334,980,752.4806097287535,1,3,1,0,1,retrieval_poisoning
TRACE-00416,13,4,5,3,0,2,2,0.0,372.38461538461536,618,459.38263117753075,2,2,0,0,0,benign
TRACE-00417,11,4,2,2,1,2,3,0.0,479.1818181818182,780,558.3475632274827,4,1,1,1,0,prompt_hijacking
TRACE-00418,9,4,3,3,1,2,3,0.0,417.77777777777777,690,595.4499483918831,2,2,2,0,0,tool_redirection
TRACE-00419,15,4,6,4,2,2,3,0.0,467.8666666666667,780,797.3542839120128,3,0,1,1,0,prompt_hijacking
TRACE-00420,10,4,4,4,1,3,3,0.2,517.3,690,582.0791243084805,4,0,2,0,0,tool_redirection
TRACE-00421,17,4,2,2,0,4,2,0.0,378.1764705882353,601,534.6504112938263,3,7,0,0,0,benign
TRACE-00422,16,4,4,3,1,2,2,0.0,440.8125,724,495.8683232546095,4,7,0,0,0,benign
TRACE-00423,18,4,5,4,1,2,3,0.05555555555555555,415.22222222222223,690,913.0941047086679,3,4,2,0,0,tool_redirection
TRACE-00424,18,4,3,2,1,0,1,0.0,387.1111111111111,646,557.1438167364145,2,7,0,0,0,prompt_hijacking
TRACE-00425,10,4,3,2,0,1,2,0.0,437.7,575,191.45323487230553,0,4,0,0,0,benign
TRACE-00426,18,4,8,4,2,0,1,0.0,405.5,659,606.8636081873308,2,4,0,0,0,benign
TRACE-00427,13,3,2,2,0,1,2,0.0,360.84615384615387,724,381.7034535202985,1,4,0,0,0,benign
TRACE-00428,13,4,6,4,1,2,3,0.15384615384615385,511.0,780,861.9755279997312,4,1,1,1,0,prompt_hijacking
TRACE-00429,9,4,1,1,0,1,2,0.1111111111111111,451.77777777777777,621,235.67309023486024,1,2,0,0,0,benign
TRACE-00430,14,4,3,2,0,0,1,0.0,421.2142857142857,674,603.8184295299611,2,6,0,0,0,benign
TRACE-00431,17,4,5,3,0,0,1,0.0,398.2352941176471,567,560.2996319133681,1,4,0,0,0,benign
TRACE-00432,12,4,3,3,1,2,3,0.16666666666666666,499.9166666666667,690,547.4544989809793,1,2,2,0,0,tool_redirection
TRACE-00433,16,4,4,3,0,1,2,0.0625,456.4375,690,416.30925319872773,4,4,0,0,0,benign
TRACE-00434,11,4,5,4,0,1,2,0.09090909090909091,452.1818181818182,663,336.72623335873413,1,1,0,0,0,benign
TRACE-00435,11,4,0,0,2,1,2,0.09090909090909091,403.27272727272725,654,418.6347907073233,2,2,0,0,0,benign
TRACE-00436,14,4,4,3,0,1,2,0.0,422.5,513,370.25936502258855,1,4,0,0,0,benign
TRACE-00437,15,3,4,4,2,1,2,0.06666666666666667,501.8666666666667,980,1015.1721110529448,2,6,1,0,1,retrieval_poisoning
TRACE-00438,9,4,1,1,0,1,2,0.1111111111111111,481.22222222222223,665,373.72177115361717,2,4,1,0,0,benign
TRACE-00439,15,4,8,4,0,2,2,0.0,438.26666666666665,660,557.0070025329645,1,2,0,0,0,benign
TRACE-00440,11,4,2,2,0,0,1,0.0,389.1818181818182,527,341.25235871202364,2,4,0,0,0,benign
TRACE-00441,10,4,1,1,0,1,2,0.1,418.2,732,350.03300212047367,1,3,0,0,0,benign
TRACE-00442,10,4,1,1,0,1,2,0.0,410.1,655,302.76234701216293,3,1,0,0,0,benign
TRACE-00443,18,4,4,4,2,1,2,0.05555555555555555,446.44444444444446,980,990.2381175004689,2,8,1,0,1,retrieval_poisoning
TRACE-00444,17,4,2,4,1,0,1,0.17647058823529413,421.70588235294116,980,1115.374050757786,7,3,1,0,1,retrieval_poisoning
TRACE-00445,12,4,4,3,0,2,2,0.08333333333333333,388.25,695,589.7662193018963,3,3,0,0,0,benign
TRACE-00446,12,4,4,2,1,1,2,0.16666666666666666,488.0,730,321.2798794364122,0,5,0,0,0,benign
TRACE-00447,9,4,3,2,1,0,1,0.0,322.44444444444446,551,257.4347873794744,0,2,0,0,0,benign
TRACE-00448,14,4,3,3,1,0,1,0.0,356.42857142857144,564,466.39506166694525,4,6,0,0,0,benign
TRACE-00449,9,3,2,2,0,1,2,0.0,427.77777777777777,638,246.8975369141695,2,2,0,0,0,benign
TRACE-00450,16,4,4,4,1,4,3,0.0,433.3125,780,881.8749877804306,7,2,1,1,0,prompt_hijacking
TRACE-00451,13,4,3,1,1,0,1,0.07692307692307693,425.0769230769231,581,402.07353654734226,4,3,0,0,0,benign
TRACE-00452,12,4,4,4,1,3,3,0.08333333333333333,482.9166666666667,690,737.4967911508343,4,0,2,0,0,tool_redirection
TRACE-00453,16,4,4,3,1,1,2,0.0,454.0,726,311.81846964565756,2,6,0,0,0,benign
TRACE-00454,10,4,2,2,1,1,2,0.0,346.2,634,363.5730815335118,1,3,0,0,0,benign
TRACE-00455,10,4,2,2,0,2,2,0.0,397.3,725,413.092079155388,0,7,0,0,0,benign
TRACE-00456,18,4,5,4,1,2,3,0.0,460.3333333333333,718,871.4342043055599,7,2,1,0,0,tool_redirection
TRACE-00457,15,4,6,4,1,2,2,0.06666666666666667,431.46666666666664,799,484.56877638129583,3,2,0,0,0,benign
TRACE-00458,15,4,5,3,0,2,2,0.0,448.53333333333336,815,502.037744904628,2,3,0,0,0,benign
TRACE-00459,15,3,2,4,2,0,1,0.13333333333333333,436.26666666666665,980,906.6640908535345,3,6,1,0,1,retrieval_poisoning
TRACE-00460,17,4,5,3,0,1,2,0.0,366.3529411764706,533,464.70474400327805,4,3,0,0,0,benign
TRACE-00461,10,3,4,3,0,1,2,0.1,482.3,963,247.8451632910205,1,1,0,0,0,benign
